Asiento,Comentario,Descripción,Cuenta,Debe,Haber
570,Enrique Salamero s/fra.86/2024,HDA.P. RETENCION PROFESIONALES,4751300,,3.598.31 
570,Enrique Salamero s/fra.86/2024,HDA.P.IVA SOPORTADO      ,4720000,5.037.63 ,
570,Enrique Salamero s/fra.86/2024,ENRIQUE SALAMERO LARODEN,6070364,23.988.74 ,
571,Enrique Ugalde s/fra.0250,ENRIQUE UGALDE REBOLLO,4100025,,26.893.86 
571,Enrique Ugalde s/fra.0250,HDA.P. RETENCION PROFESIONALES,4751300,,3.805.74 
571,Enrique Ugalde s/fra.0250,HDA.P.IVA SOPORTADO      ,4720000,5.328.03 ,
571,Enrique Ugalde s/fra.0250,ENRIQUE UGALDE REBOLLO,6070025,25.371.57 ,
572,Fernando Sebastian s/fra.0271,FERNANDO SEBASTIAN SANZ,4100016,,26.893.86 
572,Fernando Sebastian s/fra.0271,HDA.P. RETENCION PROFESIONALES,4751300,,3.805.74 
572,Fernando Sebastian s/fra.0271,HDA.P.IVA SOPORTADO      ,4720000,5.328.03 ,
572,Fernando Sebastian s/fra.0271,FERNANDO SEBASTIAN,6070016,25.371.57 ,
573,Francisco Boada s/fra.86/2024,FRANCISCO BOADA ROS,4100366,,25.428.06 
573,Francisco Boada s/fra.86/2024,HDA.P. RETENCION PROFESIONALES,4751300,,3.598.31 
573,Francisco Boada s/fra.86/2024,HDA.P.IVA SOPORTADO      ,4720000,5.037.63 ,
573,Francisco Boada s/fra.86/2024,FRANCISCO BOADA ROS,6070366,23.988.74 ,
574,Javier Julia s/fra.86/2024,JAVIER JULIA CORUJO,4100365,,25.428.06 
574,Javier Julia s/fra.86/2024,HDA.P. RETENCION PROFESIONALES,4751300,,3.598.31 
574,Javier Julia s/fra.86/2024,HDA.P.IVA SOPORTADO      ,4720000,5.037.63 ,
574,Javier Julia s/fra.86/2024,JAVIER JULIA CORUJO,6070365,23.988.74 ,
575,Jorge Lucaya s/fra.4,LUCAYA FORCADA. FRANCISCO JORGE,4100189,,58.105.67 
575,Jorge Lucaya s/fra.4,HDA.P. RETENCION PROFESIONALES,4751300,,8.222.50 
575,Jorge Lucaya s/fra.4,HDA.P.IVA SOPORTADO      ,4720000,11.511.50 ,
575,Jorge Lucaya s/fra.4,LUCAYA FORCADA. JORGE FRANCISCO,6070189,54.816.67 ,
576,Victor Mata s/fra.0288,VICTOR MATA BATLLE,4100011,,26.893.86 
576,Victor Mata s/fra.0288,HDA.P. RETENCION PROFESIONALES,4751300,,3.805.74 
576,Victor Mata s/fra.0288,HDA.P.IVA SOPORTADO      ,4720000,5.328.03 ,
576,Victor Mata s/fra.0288,VICTOR MATA,6070011,25.371.57 ,
577,Xavier Escudero s/fra.0285,XAVIER ESCUDERO RAFAS,4100009,,26.893.86 
577,Xavier Escudero s/fra.0285,HDA.P. RETENCION PROFESIONALES,4751300,,3.805.74 
577,Xavier Escudero s/fra.0285,HDA.P.IVA SOPORTADO      ,4720000,5.328.03 ,
577,Xavier Escudero s/fra.0285,XAVIER ESCUDERO,6070009,25.371.57 ,
578,Inmobiliaria colonial s/fra.2401000731,INMOBILIARIA COLONIAL. S.A.,4100186,,27.688.09 
578,Inmobiliaria colonial s/fra.2401000731,HDA.P.IVA SOPORTADO      ,4720000,4.805.37 ,
578,Inmobiliaria colonial s/fra.2401000731,ARRENDAMIENTOS           ,6210000,22.882.72 ,
579,Inmobiliaria colonial s/fra.2401000732,INMOBILIARIA COLONIAL. S.A.,4100186,,258.78 
579,Inmobiliaria colonial s/fra.2401000732,HDA.P.IVA SOPORTADO      ,4720000,44.91 ,
579,Inmobiliaria colonial s/fra.2401000732,SUMINISTROS Y GASTOS DE COMUNIDAD,6210001,213.87 ,
580,New expresso s/fra.950/0002273,NEW ESPRESSO. S.L.,4000652,,160.60 
580,New expresso s/fra.950/0002273,HDA.P.IVA SOPORTADO      ,4720000,14.60 ,
580,New expresso s/fra.950/0002273,ALIMENTACIÓN,6291900,146.00 ,
581,Bunzl distribution s/fra.FB24021854,BUNZL DISTRIBUTION SPAIN. S.A.,4000222,,792.57 
581,Bunzl distribution s/fra.FB24021854,HDA.P.IVA SOPORTADO      ,4720000,137.55 ,
581,Bunzl distribution s/fra.FB24021854,ALIMENTACIÓN,6291900,655.02 ,
583,Rosendo Mila s/fra.24FV020619,ROSENDO MILA. S.L.,4100347,,31.87 
583,Rosendo Mila s/fra.24FV020619,HDA.P.IVA SOPORTADO      ,4720000,2.90 ,
583,Rosendo Mila s/fra.24FV020619,PUBLIC.PROPAG.RELAC.PUBL.,6270000,28.97 ,
584,El taller de la limpieza s/fra.20240043,EL TALLER DE LA LIMPIEZA. S.L.,4000072,,2.509.90 
584,El taller de la limpieza s/fra.20240043,HDA.P.IVA SOPORTADO      ,4720000,435.60 ,
584,El taller de la limpieza s/fra.20240043,LIMPIEZA,6291500,2.074.30 ,
585,Brusi catering s/fra.2024/0161,BRUSI CATERING,4100208,,2.854.01 
585,Brusi catering s/fra.2024/0161,HDA.P.IVA SOPORTADO      ,4720000,259.46 ,
585,Brusi catering s/fra.2024/0161,PUBLIC.PROPAG.RELAC.PUBL.,6270000,2.594.55 ,
586,La vanguardia s/fra.1150597137,LA VANGUARDIA,4000303,,11.90 
586,La vanguardia s/fra.1150597137,HDA.P.IVA SOPORTADO      ,4720000,0.46 ,
586,La vanguardia s/fra.1150597137,SUSCRIPCIONES,6296000,11.44 ,
594,Amazon business s/fra.ES4G06ABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,11.78 
594,Amazon business s/fra.ES4G06ABEY,HDA.P.IVA SOPORTADO      ,4720000,2.47 ,
594,Amazon business s/fra.ES4G06ABEY,MATERIAL DE OFICINA      ,6292000,11.78 ,
594,Amazon business s/fra.ES4G06ABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,2.47 
595,Prodware s/fra.PIN_00032216,PRODWARE SPAIN,4000211,,5.299.93 
595,Prodware s/fra.PIN_00032216,HDA.P.IVA SOPORTADO      ,4720000,919.82 ,
595,Prodware s/fra.PIN_00032216,MANTENIMIENTO SOFTWARE,6221000,4.380.11 ,
827,Freepik company,FREEPIK COMPANY. S.L.,4000665,12.09 ,
827,Freepik company,VISAS,5200001,,12.09 
844,Regul.,MOMNOON ECOFF. S.L.,4000734,0.04 ,
844,Regul.,OTROS SERVICIOS          ,6290000,,0.04 
964,Regularizacion,HDA.P.IVA REPERCUTIDO    ,4770000,10.700.38 ,
964,Regularizacion,HDA.P.IVA SOPORTADO      ,4720000,,83.890.93 
964,Regularizacion,HDA.P.DEUDORA POR IVA    ,4700000,,67.515.31 
964,Regularizacion,HDA.P.DEUDORA POR IVA    ,4700000,140.705.86 ,
1042,Mas prevencion s/fra.F240426949,MAS PREVENCION. SERVICIO DE PREVENCION. S.L.U.,4000798,,69.53 
1042,Mas prevencion s/fra.F240426949,RIESGOS LABORALES,6291800,69.53 ,
35189,comida,PROVEEDORES VARIOS,4005000,,4.10 
35189,comida,COMIDAS EMPLEADOS,6292100,4.10 ,
35647,comida FB,PROVEEDORES VARIOS,4005000,4.10 ,
35647,comida FB,VISAS,5200001,,4.10 
251867,Taxis,PROVEEDORES VARIOS,4005000,,84.00 
251867,Taxis,TRANSPORTES              ,6240000,84.00 ,
251941,Taxis,PROVEEDORES VARIOS,4005000,,9.30 
251941,Taxis,TRANSPORTES              ,6240000,9.30 ,
252194,Viajes (JL),PROVEEDORES VARIOS,4005000,84.00 ,
252194,Viajes (JL),VISAS,5200001,,84.00 
252267,Taxis (JJ),PROVEEDORES VARIOS,4005000,9.30 ,
252267,Taxis (JJ),VISAS,5200001,,9.30 
,,,,,
Fecha: 01/03/2024,,,,,
352,STJ Advisors Group Limited fra.A-796,STJ ADVISORS GROUP LIMITED,4300118,1.405.79 ,
352,STJ Advisors Group Limited fra.A-796,HDA.P.IVA REPERCUTIDO    ,4770000,,243.98 
352,STJ Advisors Group Limited fra.A-796,INGRESOS POR ARRENDAMIEN.,7520000,,1.161.81 
353,Werfen. S.A. fra.A-797,WERFEN. S.A.,4300458,30.250.00 ,
353,Werfen. S.A. fra.A-797,HDA.P.IVA REPERCUTIDO    ,4770000,,5.250.00 
353,Werfen. S.A. fra.A-797,WERFEN. S.A.,7050458,,25.000.00 
354,Jose Antonio Corral Rubio fra.A-798,CORRAL RUBIO. JOSE ANTONIO,4300194,6.050.00 ,
354,Jose Antonio Corral Rubio fra.A-798,HDA.P.IVA REPERCUTIDO    ,4770000,,1.050.00 
354,Jose Antonio Corral Rubio fra.A-798,CORRAL RUBIO. JOSE ANTONIO,7050194,,5.000.00 
355,Carlos Jiménez Sainz fra.A-799,JIMENEZ SAIZ. CARLOS,4300193,6.050.00 ,
355,Carlos Jiménez Sainz fra.A-799,HDA.P.IVA REPERCUTIDO    ,4770000,,1.050.00 
355,Carlos Jiménez Sainz fra.A-799,JIMENEZ SAIZ. CARLOS,7050193,,5.000.00 
454,Visas,VISAS,5200001,9.519.07 ,
454,Visas,LA CAIXA 81270,5720700,,9.519.07 
455,Telefonica,TELEFONICA DE ESPAÑA. S.A.U.,4000013,111.93 ,
455,Telefonica,LA CAIXA 81270,5720700,,111.93 
456,Telefonica,TELEFONICA DE ESPAÑA. S.A.U.,4000013,497.46 ,
456,Telefonica,LA CAIXA 81270,5720700,,497.46 
457,Telefonica,TELEFONICA DE ESPAÑA. S.A.U.,4000013,3.379.48 ,
457,Telefonica,LA CAIXA 81270,5720700,,3.379.48 
458,Movil,TELEFONICA MOVILES ESPAÑA. S.A.,4000004,420.28 ,
458,Movil,LA CAIXA 81270,5720700,,420.28 
459,Adeslas Madrid,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113,651.48 ,
459,Adeslas Madrid,LA CAIXA 81270,5720700,,651.48 
460,El taller de la limpieza,EL TALLER DE LA LIMPIEZA. S.L.,4000072,2.509.90 ,
460,El taller de la limpieza,LA CAIXA 81270,5720700,,2.509.90 
461,Amazon gto.57,AMAZON BUSINESS EU. S.A.R.L.,4000630,49.79 ,
461,Amazon gto.57,LA CAIXA 81270,5720700,,49.79 
462,Josel,JOSEL S.L.U.,4000187,121.00 ,
462,Josel,LA CAIXA 81270,5720700,,121.00 
463,Josel,JOSEL S.L.U.,4000187,121.00 ,
463,Josel,LA CAIXA 81270,5720700,,121.00 
464,Josel,JOSEL S.L.U.,4000187,121.00 ,
464,Josel,LA CAIXA 81270,5720700,,121.00 
465,Josel,JOSEL S.L.U.,4000187,186.87 ,
465,Josel,LA CAIXA 81270,5720700,,186.87 
466,Josel,JOSEL S.L.U.,4000187,186.87 ,
466,Josel,LA CAIXA 81270,5720700,,186.87 
467,Josel,JOSEL S.L.U.,4000187,186.87 ,
467,Josel,LA CAIXA 81270,5720700,,186.87 
468,Lyreco España,LYRECO ESPAÑA..S.A.,4100111,310.06 ,
468,Lyreco España,LA CAIXA 81270,5720700,,310.06 
469,Martinez Ferrando y asoc.,MARTINEZ FERRANDO Y ASOC.,4000003,2.904.00 ,
469,Martinez Ferrando y asoc.,LA CAIXA 81270,5720700,,2.904.00 
470,Intereses,LA CAIXA 81270,5720700,15.917.59 ,
470,Intereses,OTROS INGRE.FINANC.(C.C.),7690000,,15.917.59 
471,Retencion fiscal,HDA.P.RETENC.Y PAGO A CTA,4730000,3.024.34 ,
471,Retencion fiscal,LA CAIXA 81270,5720700,,3.024.34 
472,Acerinox ,LA CAIXA 81270,5720700,67.065.07 ,
472,Acerinox ,ACERINOX. S.A.,4300189,,67.065.07 
602,comision,SERVICIOS BANCARIOS      ,6260000,4.54 ,
602,comision,LA CAIXA 81270,5720700,,4.54 
604,comision,SERVICIOS BANCARIOS      ,6260000,18.75 ,
604,comision,LA CAIXA 81270,5720700,,18.75 
605,Stj advisors group,STJ ADVISORS GROUP LIMITED,4100419,12.500.00 ,
605,Stj advisors group,LA CAIXA 81270,5720700,,12.500.00 
606,Stj advisors group,STJ ADVISORS GROUP LIMITED,4100419,12.500.00 ,
606,Stj advisors group,LA CAIXA 81270,5720700,,12.500.00 
607,comision,SERVICIOS BANCARIOS      ,6260000,18.75 ,
607,comision,LA CAIXA 81270,5720700,,18.75 
609,Rams courier,RAMS COURIER. S.L.,4000698,67.64 ,
609,Rams courier,LA CAIXA 81270,5720700,,67.64 
610,Servicios integrales mantenimiento,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651,65.35 ,
610,Servicios integrales mantenimiento,LA CAIXA 81270,5720700,,65.35 
611,Pillalos Tiayde,PILLALOS TIAYDE. S.L.,4000619,3.510.00 ,
611,Pillalos Tiayde,LA CAIXA 81270,5720700,,3.510.00 
612,Cabify España,CABIFY ESPAÑA. S.A.,4000217,395.17 ,
612,Cabify España,LA CAIXA 81270,5720700,,395.17 
613,Laundrylabs,LAUNDRYLABS. S.L.,4000625,1.597.20 ,
613,Laundrylabs,LA CAIXA 81270,5720700,,1.597.20 
614,Llorente Cuenca Madrid,LLORENTE Y CUENCA MADRID. S.L.,4000521,8.384.49 ,
614,Llorente Cuenca Madrid,LA CAIXA 81270,5720700,,8.384.49 
615,Mornoon ecoff,MOMNOON ECOFF. S.L.,4000734,510.80 ,
615,Mornoon ecoff,LA CAIXA 81270,5720700,,510.80 
616,Prodigioso volcan,PRODIGIOS VOLCAN. S.L.,4000635,1.016.40 ,
616,Prodigioso volcan,LA CAIXA 81270,5720700,,1.016.40 
617,Mornoon ecoff,MOMNOON ECOFF. S.L.,4000734,423.20 ,
617,Mornoon ecoff,LA CAIXA 81270,5720700,,423.20 
618,MyA Investment network,M&A INVESTMENT NETWORK. S.L.,4000710,22.687.50 ,
618,MyA Investment network,LA CAIXA 81270,5720700,,22.687.50 
619,comision,SERVICIOS BANCARIOS      ,6260000,8.00 ,
619,comision,LA CAIXA 81270,5720700,,8.00 
620,comision,SERVICIOS BANCARIOS      ,6260000,1.73 ,
620,comision,LA CAIXA 81270,5720700,,1.73 
34496,Stichting custodian,LA CAIXA 81270,5720700,,3.024.00 
34496,Portier gto.189,PORTIER EATS SPAIN. S.L.,4000647,2.810.77 ,
34496,Uber gto.190,UBER. B.V. / AEROCITY. S.L.,4000703,217.08 ,
34496,Portier dif.gtos.,PORTIER EATS SPAIN. S.L.,4000647,,3.85 
,,,,,
Fecha: 04/03/2024,,,,,
597,STJ Advisors Group Limited fra.A-800,STJ ADVISORS GROUP LIMITED,4300118,11.250.00 ,
597,STJ Advisors Group Limited fra.A-800,STJ ADVISORS GROUP LIMITED,7050118,,11.250.00 
621,Guarderia,OTROS GASTOS SOCIALES    ,6490000,560.00 ,
621,Guarderia,LA CAIXA 81270,5720700,,560.00 
622,Mutua madrileña,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041,10.790.50 ,
622,Mutua madrileña,LA CAIXA 81270,5720700,,10.790.50 
623,Mutua madrileña,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041,44.888.18 ,
623,Mutua madrileña,LA CAIXA 81270,5720700,,44.888.18 
34006,Rosendo Mila s/fra.24VF030230,ROSENDO MILA. S.L.,4100347,,19.85 
34006,Rosendo Mila s/fra.24VF030230,ALIMENTACIÓN,6291900,19.85 ,
34165,Rosendo Mila(MA),ROSENDO MILA. S.L.,4100347,19.85 ,
34165,Rosendo Mila(MA),VISAS,5200001,,19.85 
,,,,,
Fecha: 05/03/2024,,,,,
624,Inmobiliaria colonial,INMOBILIARIA COLONIAL. S.A.,4100186,258.78 ,
624,Inmobiliaria colonial,LA CAIXA 81270,5720700,,258.78 
625,Auren consultores,AUREN CONSULTORES SP. S.L.P.,4000691,1.452.00 ,
625,Auren consultores,LA CAIXA 81270,5720700,,1.452.00 
626,Inmobiliaria colonial,INMOBILIARIA COLONIAL. S.A.,4100186,27.688.09 ,
626,Inmobiliaria colonial,LA CAIXA 81270,5720700,,27.688.09 
627,Amazon Gto.179,AMAZON BUSINESS EU. S.A.R.L.,4000630,18.17 ,
627,Amazon Gto.179,LA CAIXA 81270,5720700,,18.17 
628,Guarderia,OTROS GASTOS SOCIALES    ,6490000,74.00 ,
628,Guarderia,LA CAIXA 81270,5720700,,74.00 
629,Seidor consulting,SEIDOR CONSULTING,4000537,943.80 ,
629,Seidor consulting,LA CAIXA 81270,5720700,,943.80 
630,comision,SERVICIOS BANCARIOS      ,6260000,10.76 ,
630,comision,LA CAIXA 81270,5720700,,10.76 
631,Bloomberg,BLOOMBERG ,4000228,7.170.47 ,
631,Bloomberg,LA CAIXA 81270,5720700,,7.170.47 
813,Adobe Systems (MA),ADOBE SYSTEMS SOFTWARE,4000117,19.99 ,
813,Adobe Systems (MA),VISAS,5200001,,19.99 
814,Aspama (MA),ASPAMA,4000171,88.75 ,
814,Aspama (MA),VISAS,5200001,,88.75 
35203,Taxis,PROVEEDORES VARIOS,4005000,,7.50 
35203,Taxis,TRANSPORTES              ,6240000,7.50 ,
35662,taxis FB,PROVEEDORES VARIOS,4005000,7.50 ,
35662,taxis FB,VISAS,5200001,,7.50 
35913,Ediciones El pais (MA),EDICIONES EL PAIS. S.L.U.,4000861,77.32 ,
35913,Ediciones El pais (MA),VISAS,5200001,,77.32 
251103,Taxis,PROVEEDORES VARIOS,4005000,,7.85 
251103,Taxis,TRANSPORTES              ,6240000,7.85 ,
251104,Taxis,PROVEEDORES VARIOS,4005000,,6.30 
251104,Taxis,TRANSPORTES              ,6240000,6.30 ,
251136,Taxis (JC),PROVEEDORES VARIOS,4005000,7.85 ,
251136,Taxis (JC),VISAS,5200001,,7.85 
251137,Taxis (JC),PROVEEDORES VARIOS,4005000,6.30 ,
251137,Taxis (JC),VISAS,5200001,,6.30 
,,,,,
Fecha: 06/03/2024,,,,,
812,El corte ingles (MA),EL CORTE INGLES. S.A.,4000011,124.06 ,
812,El corte ingles (MA),VISAS,5200001,,124.06 
815,Mallorca (MA),MALLORCA TALLERES ARTESANOS. S.L.,4100176,190.75 ,
815,Mallorca (MA),VISAS,5200001,,190.75 
251105,Taxis,PROVEEDORES VARIOS,4005000,,11.90 
251105,Taxis,TRANSPORTES              ,6240000,11.90 ,
251138,Taxis (JC),PROVEEDORES VARIOS,4005000,11.90 ,
251138,Taxis (JC),VISAS,5200001,,11.90 
251886,Gtos.viaje,PROVEEDORES VARIOS,4005000,,13.65 
251886,Gtos.viaje,GASTOS DE VIAJE          ,6291000,13.65 ,
251887,Gtos.viaje,PROVEEDORES VARIOS,4005000,,0.95 
251887,Gtos.viaje,GASTOS DE VIAJE          ,6291000,0.95 ,
251895,Taxis,PROVEEDORES VARIOS,4005000,,11.75 
251895,Taxis,TRANSPORTES              ,6240000,11.75 ,
251896,Gtos.viaje,PROVEEDORES VARIOS,4005000,,11.70 
251896,Gtos.viaje,GASTOS DE VIAJE          ,6291000,11.70 ,
251897,Taxis,PROVEEDORES VARIOS,4005000,,8.10 
251897,Taxis,TRANSPORTES              ,6240000,8.10 ,
251898,Taxis,PROVEEDORES VARIOS,4005000,,10.85 
251898,Taxis,TRANSPORTES              ,6240000,10.85 ,
251942,Comida,PROVEEDORES VARIOS,4005000,,11.10 
251942,Comida,PUBLIC.PROPAG.RELAC.PUBL.,6270000,11.10 ,
252212,Taxis (JL),PROVEEDORES VARIOS,4005000,13.65 ,
252212,Taxis (JL),VISAS,5200001,,13.65 
252213,Viajes (JL),PROVEEDORES VARIOS,4005000,0.95 ,
252213,Viajes (JL),VISAS,5200001,,0.95 
252221,Taxis (FS),PROVEEDORES VARIOS,4005000,11.75 ,
252221,Taxis (FS),VISAS,5200001,,11.75 
252222,vIAJES (FS),PROVEEDORES VARIOS,4005000,11.70 ,
252222,vIAJES (FS),VISAS,5200001,,11.70 
252223,Taxis (FS),PROVEEDORES VARIOS,4005000,8.10 ,
252223,Taxis (FS),VISAS,5200001,,8.10 
252224,Taxis (FS),PROVEEDORES VARIOS,4005000,10.85 ,
252224,Taxis (FS),VISAS,5200001,,10.85 
252268,Comida (JJ),PROVEEDORES VARIOS,4005000,11.10 ,
252268,Comida (JJ),VISAS,5200001,,11.10 
,,,,,
Fecha: 07/03/2024,,,,,
632,Guarderia,OTROS GASTOS SOCIALES    ,6490000,395.00 ,
632,Guarderia,LA CAIXA 81270,5720700,,395.00 
35346,comida,PROVEEDORES VARIOS,4005000,,8.90 
35346,comida,COMIDAS EMPLEADOS,6292100,8.90 ,
35808,comida JLC,PROVEEDORES VARIOS,4005000,8.90 ,
35808,comida JLC,VISAS,5200001,,8.90 
,,,,,
Fecha: 08/03/2024,,,,,
633,Carlos Jimenez Saiz cobro fra.A-799,LA CAIXA 81270,5720700,6.050.00 ,
633,Carlos Jimenez Saiz cobro fra.A-799,JIMENEZ SAIZ. CARLOS,4300193,,6.050.00 
634,Prodware spain,PRODWARE SPAIN,4000211,5.141.19 ,
634,Prodware spain,LA CAIXA 81270,5720700,,5.141.19 
,,,,,
Fecha: 10/03/2024,,,,,
35919,Unidad editorial (MA),UNIDAD EDITORIAL. S.A.,4000115,8.99 ,
35919,Unidad editorial (MA),VISAS,5200001,,8.99 
,,,,,
Fecha: 11/03/2024,,,,,
635,Ecotaxi,TAXI ECOLOGIC BCN,4000209,137.90 ,
635,Ecotaxi,LA CAIXA 81270,5720700,,137.90 
636,La pera iniciativas empresariales,LA PERA INICIATIVAS EMPRESARIALES. S.L.,4000801,4.598.00 ,
636,La pera iniciativas empresariales,LA CAIXA 81270,5720700,,4.598.00 
820,Adobe systems (CT),ADOBE SYSTEMS SOFTWARE,4000117,19.99 ,
820,Adobe systems (CT),VISAS,5200001,,19.99 
35661,comida FB,PROVEEDORES VARIOS,4005000,96.00 ,
35661,comida FB,VISAS,5200001,,96.00 
251106,Taxis,PROVEEDORES VARIOS,4005000,,8.50 
251106,Taxis,TRANSPORTES              ,6240000,8.50 ,
251139,Taxis (JC),PROVEEDORES VARIOS,4005000,8.50 ,
251139,Taxis (JC),VISAS,5200001,,8.50 
251954,Comida,PROVEEDORES VARIOS,4005000,,4.70 
251954,Comida,PUBLIC.PROPAG.RELAC.PUBL.,6270000,4.70 ,
252280,Comida (JO),PROVEEDORES VARIOS,4005000,4.70 ,
252280,Comida (JO),VISAS,5200001,,4.70 
,,,,,
Fecha: 12/03/2024,,,,,
637,Culligan water spain,CULLIGAN WATER SPAIN. S.L.,4000417,163.57 ,
637,Culligan water spain,LA CAIXA 81270,5720700,,163.57 
639,Mas prevencion,MAS PREVENCION. SERVICIO DE PREVENCION. S.L.U.,4000798,69.53 ,
639,Mas prevencion,LA CAIXA 81270,5720700,,69.53 
640,TFM ,TFM TELEFONIA FABRICACION Y MANTENIMIENTO,4100403,98.53 ,
640,TFM ,LA CAIXA 81270,5720700,,98.53 
641,Mas prevencion,MAS PREVENCION. SERVICIO DE PREVENCION. S.L.U.,4000798,106.64 ,
641,Mas prevencion,LA CAIXA 81270,5720700,,106.64 
642,Ricoh España,RICOH ESPAÑA. S.L.,4000040,754.58 ,
642,Ricoh España,LA CAIXA 81270,5720700,,754.58 
643,Mas prevencion,MAS PREVENCION. SERVICIO DE PREVENCION. S.L.U.,4000798,1.492.96 ,
643,Mas prevencion,LA CAIXA 81270,5720700,,1.492.96 
644,Brusi catering,BRUSI CATERING,4100208,2.854.01 ,
644,Brusi catering,LA CAIXA 81270,5720700,,2.854.01 
645,Stj Advisors group,LA CAIXA 81270,5720700,11.250.00 ,
645,Stj Advisors group,STJ ADVISORS GROUP LIMITED,4300118,,11.250.00 
646,Stj Advisors group,LA CAIXA 81270,5720700,1.405.79 ,
646,Stj Advisors group,STJ ADVISORS GROUP LIMITED,4300118,,1.405.79 
647,Stj Advisors group,LA CAIXA 81270,5720700,1.405.79 ,
647,Stj Advisors group,STJ ADVISORS GROUP LIMITED,4300118,,1.405.79 
816,Mallorca (MA),MALLORCA TALLERES ARTESANOS. S.L.,4100176,326.25 ,
816,Mallorca (MA),VISAS,5200001,,326.25 
34466,Amazon,LA CAIXA 81270,5720700,,29.00 
34466,Amazon gto.180,AMAZON BUSINESS EU. S.A.R.L.,4000630,11.78 ,
34466,Amazon gto.181,AMAZON BUSINESS EU. S.A.R.L.,4000630,17.22 ,
35202,Comida,PROVEEDORES VARIOS,4005000,,96.00 
35202,Comida,PUBLIC.PROPAG.RELAC.PUBL.,6270000,96.00 ,
35300,comida,PROVEEDORES VARIOS,4005000,,8.46 
35300,comida,COMIDAS EMPLEADOS,6292100,8.46 ,
35349,comida,PROVEEDORES VARIOS,4005000,,89.10 
35349,comida,PUBLIC.PROPAG.RELAC.PUBL.,6270000,89.10 ,
35351,taxis,PROVEEDORES VARIOS,4005000,,13.65 
35351,taxis,TRANSPORTES              ,6240000,13.65 ,
35660,comida FB,PROVEEDORES VARIOS,4005000,105.00 ,
35660,comida FB,VISAS,5200001,,105.00 
35762,comida VM,PROVEEDORES VARIOS,4005000,8.46 ,
35762,comida VM,VISAS,5200001,,8.46 
35811,comida JLC,PROVEEDORES VARIOS,4005000,89.10 ,
35811,comida JLC,VISAS,5200001,,89.10 
35813,taxis VM,PROVEEDORES VARIOS,4005000,13.65 ,
35813,taxis VM,VISAS,5200001,,13.65 
,,,,,
Fecha: 13/03/2024,,,,,
35201,Comida,PROVEEDORES VARIOS,4005000,,105.00 
35201,Comida,PUBLIC.PROPAG.RELAC.PUBL.,6270000,105.00 ,
35659,comida FB,PROVEEDORES VARIOS,4005000,98.00 ,
35659,comida FB,VISAS,5200001,,98.00 
251107,Taxis,PROVEEDORES VARIOS,4005000,,11.00 
251107,Taxis,TRANSPORTES              ,6240000,11.00 ,
251140,Taxis (JC),PROVEEDORES VARIOS,4005000,11.00 ,
251140,Taxis (JC),VISAS,5200001,,11.00 
251965,Comida,PROVEEDORES VARIOS,4005000,,8.20 
251965,Comida,COMIDAS EMPLEADOS,6292100,8.20 ,
252291,Comida (PR),PROVEEDORES VARIOS,4005000,8.20 ,
252291,Comida (PR),VISAS,5200001,,8.20 
,,,,,
Fecha: 14/03/2024,,,,,
648,Endesa energia,ENDESA ENERGIA. S.A.,4000068,1.061.53 ,
648,Endesa energia,LA CAIXA 81270,5720700,,1.061.53 
777,Mailchimp s/fra.MC20458674,MAILCHIMP/GROUP LLC,4000684,,23.93 
777,Mailchimp s/fra.MC20458674,OTROS SERVICIOS          ,6290000,23.93 ,
819,Mailchimp (SC),MAILCHIMP/GROUP LLC,4000684,23.93 ,
819,Mailchimp (SC),VISAS,5200001,,23.93 
251108,Taxis,PROVEEDORES VARIOS,4005000,,9.70 
251108,Taxis,TRANSPORTES              ,6240000,9.70 ,
251141,Taxis (JC),PROVEEDORES VARIOS,4005000,9.70 ,
251141,Taxis (JC),VISAS,5200001,,9.70 
251889,Taxis,PROVEEDORES VARIOS,4005000,,4.00 
251889,Taxis,TRANSPORTES              ,6240000,4.00 ,
251957,Taxis,PROVEEDORES VARIOS,4005000,,6.85 
251957,Taxis,TRANSPORTES              ,6240000,6.85 ,
251958,Taxis,PROVEEDORES VARIOS,4005000,,8.05 
251958,Taxis,TRANSPORTES              ,6240000,8.05 ,
251966,Comida,PROVEEDORES VARIOS,4005000,,7.50 
251966,Comida,COMIDAS EMPLEADOS,6292100,7.50 ,
252215,Taxis (FS),PROVEEDORES VARIOS,4005000,4.00 ,
252215,Taxis (FS),VISAS,5200001,,4.00 
252283,Taxis (FS),PROVEEDORES VARIOS,4005000,6.85 ,
252283,Taxis (FS),VISAS,5200001,,6.85 
252284,Taxis (FS),PROVEEDORES VARIOS,4005000,8.05 ,
252284,Taxis (FS),VISAS,5200001,,8.05 
252292,Comida (PR),PROVEEDORES VARIOS,4005000,7.50 ,
252292,Comida (PR),VISAS,5200001,,7.50 
,,,,,
Fecha: 15/03/2024,,,,,
649,Guarderia,OTROS GASTOS SOCIALES    ,6490000,250.00 ,
649,Guarderia,LA CAIXA 81270,5720700,,250.00 
